ID	words	meaning	lx
12389	thirst	v. 渴望,渴求<br>\nvi. (for)渴望,渴求<br>\nvt.&n. 渴,渴望	 I satisfied my thirst with a glass of water./r/n     我喝了一杯水解渴。/r/n\n Many boys have a thirst for adventure./r/n     许多男孩都渴望冒险。/r/n
12390	thirsty	a. 口渴的	 The travellers in the desert felt thirsty./r/n     沙漠中的旅行者感到口干舌燥。/r/n\n He was thirsty for power./r/n     他渴望拥有权力。/r/n
12391	thirteenth	a. 第十三	
12392	thirtieth	num. 第三十	 Please hand in your paper before June thirtieth./r/n     请在六月三十日前交论文。/r/n
12393	this	a. pron. 这,这个	 Please look at this box here./r/n     请看这里的这个盒子。/r/n\n We have had two world wars in this century./r/n     本世纪我们已经经历了两次世界大战。/r/n
12394	thistle	n. [植]蓟	 The man made up his mind to grasp the thistle firmly./r/n     这个人痛下决心，毅然处理困难局面。/r/n\n The thistle is the emblem of Scotland./r/n     蓟是苏格兰的标志./r/n
12395	thither	a. 对岸的,那边的<br>\nad. 到那处,向那方	 Butterflies flit hither and thither./r/n     蝴蝶到处飞来飞去。/r/n\n She ran hither and thither in the orchard./r/n     她在果园里到处跑。/r/n
12396	Thomas	n. 男子名,耶稣十二门徒之一	 Thomas Atkins, sometime vicar of this parish/r/n     托马斯·阿特金斯, 本牧区从前的牧师./r/n\n Thomas, commonly known as Tom./r/n     托马斯, 通常称为汤姆./r/n
12397	Thompson	汤普逊(姓)	 Thompson turned in a superb performance to win the decathlon./r/n     汤普森在十项全能比赛中表现十分出色./r/n\n Goodbye, Mrs. Thompson."/r/n     ＂再见，汤普森太太。＂/r/n"
12398	thong	v. 装皮带,用皮带打<br>\nn. 皮带,皮条	 He fastened the dog to the post with a thong./r/n     他用一根皮带把狗拴到柱子上。/r/n\n A thong or whip of hide or leather./r/n     皮带，皮鞭皮或皮革制成的皮带或鞭子/r/n
12399	thorn	n. 刺,荆棘	 His sister is a thorn in his flesh./r/n     他的妹妹使他伤透脑筋。/r/n\n He stepped on a sharp thorn./r/n     他踩到一根尖刺。/r/n
12400	thoroughbred	n.&a. 优良种(动物,尤指马的)	
12401	thoroughly	ad. 彻底地	
12402	those	pron.&a. 那些	 Those trees have very beautiful white bark./r/n     那些树长着非常漂亮的白色树皮。/r/n\n Those schoolboys like to play pranks on their teachers./r/n     那些小学生们喜欢作弄他们的老师。/r/n
12403	thou	n. 千个的	 Whither goest thou?/r/n     汝欲何往?/r/n\n But wilt thou accept not the worship the heart lifts above./r/n     难道你竟然会摈弃我呈上的虔诚崇拜。/r/n
12404	thoughtful	a. 深思的,体贴的	 It was thoughtful of you to warn me of your arrival./r/n     你来之前先通知我，真是考虑得很周到。/r/n\n You are very thoughtful./r/n     您想得真周到。/r/n
12405	thoughtfully	ad. 考虑周到的(思索的)	 She regarded him thoughtfully./r/n     她若有所思地看着他。/r/n\n He drew thoughtfully on his pipe./r/n     他抽著烟斗，若有所思。/r/n
12406	thoughtfulness	n. 有思想性的	 Suggestive or expressive of melancholy thoughtfulness./r/n     忧心忡忡的，郁郁寡欢的让人联想起或表达忧郁的沉思的/r/n
12407	thousandfold	a. 千倍的<br>\nad. 千倍地,成千倍	
12408	thousands	n. 数千	 Men have been making music for thousands of years./r/n     人类创作音乐已有数千年历史。/r/n\n Thousands died in the disaster./r/n     数千人死於这场灾祸./r/n
12409	thraldom	n. 奴役,束缚 [=thralldom]	
12410	thrall	n. 奴隶,束缚	 Her beauty held him in thrall./r/n     她的美貌征服了他。/r/n
12411	threadbare	a. 磨破的,陈腐的	 Pride may lurk under a threadbare cloak./r/n     骄傲可能会潜藏在穿旧的斗篷下。/r/n
12412	threat	n. 威胁,恐吓,凶兆,征兆	 The threat of an economic depression hangs over the world./r/n     经济衰退的威胁笼罩着世界。/r/n\n There was a threat of typhoon./r/n     有刮台风的征兆。/r/n
12413	threaten	vi. 构成威胁<br>\nvt. 威胁	 The black clouds threatened rain./r/n     乌云密布预示着将要下雨。/r/n\n While danger threatens we must all be on guard./r/n     危险正逼近，我们必须保持警惕。/r/n
12414	threatening	a. 威胁(性)的,凶兆的	 They are threatening to impose a blockade on the country./r/n     他们威胁说要对该国实行封锁。/r/n\n The terrorists are threatening to blow up the hijacked airliner./r/n     恐怖分子扬言要炸毁劫持的客机。/r/n
12415	three	num. 三<br>\npron.&a. 三(个,只...)	 He is only a child of three./r/n     他只是一个三岁的孩子。/r/n\n Three of the chickens hatched today./r/n     今天有三只小鸡出壳。/r/n
12416	three-dimensional	a. 三维的,三度的,立体的	
12417	threescore	n.&a. 六十(的)	
12418	threnody	n. 挽歌,哀歌	
12419	thresh	v. 打(庄稼)<br>\nvt. 打谷	 They are separating the grains from wheat with a threshing machine./r/n     他们正在用打谷机给小麦脱粒。/r/n\n If we put our heads together we can probably thresh out a workable scheme./r/n     如果我们集思广益，也许能琢磨出一个切实可行的方案。/r/n
12420	threshold	n. 极限,门槛,入口,开端	 The treaty will be the threshold of lasting peace./r/n     这个条约将成为持久和平的开端。/r/n\n The cabin has a flat stone for a threshold./r/n     这间小屋用一条扁平的石头做门槛。/r/n
12421	threw	throw的过去式	 His motion threw the meeting into an uproar./r/n     他的建议在会上引起了一片吵嚷。/r/n\n I threw a life buoy to him when I saw his struggling./r/n     看到他在挣扎，我给他扔了一个救生圈过去。/r/n
12422	thrice	ad. 三倍地,三次	 My husband earns thrice the amount I earn./r/n     我丈夫挣的钱是我的三倍。/r/n\n He flung off his opponent thrice./r/n     他把对手摔倒三次。/r/n
12423	thrift	a. 节约,节俭<br>\nn. 节俭,节约	 Thrift is the basement of richness./r/n     节约是富裕的基础。/r/n
12424	thrift shop	廉价旧货店	
12425	thrifty	a. 节俭的,节约的	 Her mother is a thrifty housewife./r/n     她妈妈是一个节俭的主妇。/r/n\n Only very thrifty children manage to fill up a money-box./r/n     只有非常节俭的儿童才会设法填满一个储蓄罐。/r/n
12426	thrilling	a. 毛骨悚然的,令人兴奋的	 It was a real thrill to meet the Queen./r/n     能见到女王的确是令人兴奋的事./r/n\n The film works up to a thrilling climax./r/n     这电影逐渐发展到令人惊悚的高潮/r/n
12427	thrive	v. 兴旺,繁荣	 Few plants or animals thrive in the desert./r/n     很少植物或动物能在沙漠中很好地生长。/r/n\n A business cannot thrive without good management./r/n     没有良好的经营管理，事业就不会兴旺发达。/r/n
12428	thriving	a. 成功的,旺盛的	 Growing or thriving in water./r/n     水生（植物）的水中生长或繁殖的/r/n\n Every trade is thriving./r/n     各行各业都欣欣向荣。/r/n
12429	throaty	a. 嗓子沙哑的	
12430	throb	n. 悸动,脉搏<br>\nv. 悸动	 His head throbbed with pain./r/n     他的头一阵阵地痛。/r/n\n Her heart was throbbing with excitement./r/n     她兴奋得心直跳。/r/n
12431	throbbing	a. 跳动的,悸动的	 Her heart was throbbing with excitement./r/n     她兴奋得心直跳。/r/n\n His heart was throbbing away, we had to send him to the hospital./r/n     他的心一阵阵痛，我们不得不把他送到医院。/r/n
12432	thrombocyte	n. 血小板,凝血细胞	
12433	thrombosis	n. 血栓形成	
12434	throne	n. 王座,君主	 He was only eight when he ascended the throne./r/n     他登上王位时才八岁。/r/n\n Who is first in succession to the throne?/r/n     谁是王位的第一继承人?/r/n
12435	throng	n. 群众,众多<br>\na. 拥挤的,忙的<br>\nv. 群集,挤入,挤满	 A patient throng was waiting in silence./r/n     一大群人耐心地静候着。/r/n\n Passengers thronged the station waiting for their trains./r/n     乘客们拥挤在火车站上等候乘车。/r/n
12436	throttle	n. 节流阀,节气阀,喉咙<br>\nv. 扼喉咙,使窒息,压	
12437	through	ad. 穿越,完全<br>\nprep. 经过,穿过,凭借	 The river flows through the city from east to west./r/n     这条河从东到西贯穿这座城市。/r/n\n He walked home in the rain and was wet through./r/n     他冒雨步行回家，淋得浑身湿透。/r/n
12438	throughout	ad. 到处,自始至终<br>\nprep. 遍及,贯穿	 The disease spread throughout the country./r/n     这种疾病蔓延全国。/r/n\n It snowed throughout the night./r/n     雪整整下了一夜。/r/n
12439	throughput	吞吐量	
12440	throw	n. 投,掷,抛<br>\nv. 丢,掷,抛	 Many women throw all of their energies into a career./r/n     许多妇女把她们的全部精力投入到职业中。/r/n\n He threw the stone in the air./r/n     他把石头抛向空中。/r/n
12441	throwaway	a. 用后即扔的,浪费的	
12442	thrower	n. 投掷者	
12443	thrown	throw的过去分词	 He was quick to take up the gauntlet thrown down by the opposition./r/n     他立即接受了对方提出的挑战。/r/n\n You know that Bill was thrown out of college for failing his exams./r/n     你知道吗, 比尔因考试不及格而被大学开除了。/r/n
12444	thrush	n. 画眉,鹅口疮,蹄叉腐烂	 The thrush is a kind of small singing bird./r/n     画眉是一种小鸣禽。/r/n\n My little son has a thrush./r/n     我的小儿子得了鹅口疮。/r/n
12445	thrust	n. 推力,刺,力推<br>\nv. 插入,推挤,刺	 We thrust our way through the crowd./r/n     我们用力挤过人群。/r/n\n The enemy made a thrust against our troop./r/n     敌人向我军发动了袭击。/r/n
12446	thrusting	n. (猛)推, 插, 挤<br>\na. 有强大推进力的	 The act or process of pushing or thrusting out./r/n     推，掷推出或掷出的行为或过程/r/n\n We thrust our way through the crowd./r/n     我们用力挤过人群。/r/n
12447	thud	n. 重击声	 The sound of such a blow; a thud./r/n     重击声响亮有力的重击声；砰的一声/r/n\n It fell with a dead thud./r/n     它砰的一声倒了下来。/r/n
12448	thug	n. 暴徒,凶残的罪犯	 He is done over by a gang of thug after a football match./r/n     他在足球比赛结束以後受到一帮暴徒的殴打。/r/n\n He is badly beat up by a gang of thug./r/n     他被一帮暴徒打得死去活来。/r/n
12449	thumb	n. 拇指<br>\nv. 示意要求搭车,迅速翻阅	 When the play opened, the local press gave it the thumbs down./r/n     这出戏公演时，当地报纸对它评价不佳。/r/n\n He thumbed through the address book looking for the number./r/n     他翻阅地址簿，寻找号码。/r/n
12450	thumbnail	n. 大拇指的指甲,极小之物,小图片<br>\na. 极小的,极短的<br>\n豆腐干"(文章)"	
12451	thumbtack	n. 按钉,图钉	
12452	thump	n. 重打,其声音<br>\nv. 重打,砰地撞到,用拳头打	 The old man thumpes noisily along the passage./r/n     那老人沿着过道步履沉重地走着。/r/n\n He sat down with a thump./r/n     他砰的一声坐下。/r/n
12453	thumping	n. 敲击,打击	 He was thumping the keys of the piano./r/n     他重重地敲击钢琴琴键。/r/n\n My heart was thumping (with excitement)./r/n     我（激动得）心砰砰跳./r/n
12454	thunder	n. 雷电,雷声<br>\nv. 打雷,大声喊出	 My little dog always hides under the bed when it thunders./r/n     我的小狗一听到打雷就藏到床底下。/r/n\n We could hear the thunder of distant guns./r/n     我们可以听到远处炮声隆隆。/r/n
12455	thunderbolt	n. 雷电,霹雳	 The news of his death was a real thunderbolt./r/n     他去世的消息真是晴天霹雳。/r/n\n The unexpected defeat came as a thunderbolt./r/n     这意外的失败犹如晴天霹雳。/r/n
12456	thundercloud	n. 雷雨云	
12457	thunderous	a. 雷鸣般的	 The stillness was rent by thunderous applause./r/n     雷鸣般的掌声打破了寂静。/r/n\n His words were greeted with long and thunderous applause./r/n     他的话引起长时间雷鸣般的掌声。/r/n
12458	thunderstorm	n. 雷暴雨(大雷雨)	 A thunderstorm forced him to take refuge at a hut./r/n     一场雷雨迫使他躲在草屋里。/r/n\n You slept right through the thunderstorm./r/n     你一直睡著, 这场雷雨都没把你吵醒./r/n
12459	thunderstruck	a. 吓坏了的,遭雷击的	
12460	Thursday	n. 星期四	 We have meetings every Thursday afternoon./r/n     我们每个星期四下午开会。/r/n\n The meeting is scheduled for Thursday./r/n     会议定于星期四举行。/r/n
